date,index,setup,direction,bias,gap_pct,signal_time,entry_time,entry_spot,sl_spot,tp_spot,sl_pts,lots,lot_size,quantity,exit_spot,gross_pnl,net_pnl,pnl_pct,exit_reason
2024-02-13,BANKNIFTY,SMC,CALL,BULLISH,0.377,12:30:00,12:35:00,45088.7,44954.35,45357.4,134.35,1,15,15,45435.25,5183.25,5075.1,0.75,TP hit
2024-02-14,BANKNIFTY,ORB,CALL,BEARISH,-0.892,10:50:00,10:55:00,45319.4,45183.98,45559.12,135.42,1,15,15,45623.2,4542.0,4433.57,0.65,TP hit
2024-02-20,BANKNIFTY,ORB,CALL,NEUTRAL,-0.239,11:35:00,11:40:00,46850.8,46710.82,47098.92,139.98,1,15,15,47104.45,3789.75,3679.09,0.52,Hard close (15:15)
2024-02-21,BANKNIFTY,VWAP,CALL,BULLISH,0.502,11:35:00,11:40:00,47134.15,47039.88,0.0,94.27,1,15,15,47019.35,-1737.0,-1847.53,-0.26,SL hit
2024-02-22,BANKNIFTY,ORB,PUT,NEUTRAL,0.002,10:55:00,11:00:00,46524.15,46664.54,46431.1,140.39,1,15,15,46576.15,-765.0,-874.86,-0.13,NO_MOVE_EXTENDED
2024-02-23,BANKNIFTY,VWAP,PUT,NEUTRAL,0.247,13:20:00,13:25:00,46870.65,46964.39,0.0,93.74,1,15,15,46784.3,1310.25,1200.07,0.17,Hard close (15:15)
2024-02-26,BANKNIFTY,ORB,PUT,BEARISH,-0.327,11:50:00,11:55:00,46562.85,46702.69,46191.4,139.84,1,15,15,46655.8,-1379.25,-1489.23,-0.21,NO_MOVE_TREND_LOST
2024-02-27,BANKNIFTY,VWAP,CALL,NEUTRAL,-0.183,11:20:00,11:25:00,46512.35,46419.33,0.0,93.02,1,15,15,46412.5,-1512.75,-1622.37,-0.23,SL hit
2024-02-27,BANKNIFTY,PDH_PDL,CALL,NEUTRAL,-0.183,13:10:00,13:15:00,46656.7,46563.39,46750.01,93.31,1,15,15,46557.85,-1497.75,-1607.59,-0.23,SL hit
2024-03-01,BANKNIFTY,ORB,CALL,BULLISH,0.67,11:35:00,11:40:00,46928.5,46788.69,47178.38,139.81,1,15,15,47232.8,4549.5,4438.65,0.63,TP hit
2024-03-04,BANKNIFTY,VWAP,PUT,NEUTRAL,0.051,10:50:00,10:55:00,47376.35,47471.1,0.0,94.75,1,15,15,47485.3,-1619.25,-1730.48,-0.24,SL hit
2024-03-06,BANKNIFTY,ORB,CALL,NEUTRAL,-0.274,11:00:00,11:05:00,48060.15,47916.44,48596.62,143.71,1,15,15,47891.6,-2543.25,-2655.09,-0.37,Hard close (15:15)
2024-03-12,BANKNIFTY,VWAP,PUT,NEUTRAL,0.15,10:40:00,10:45:00,47243.7,47338.19,0.0,94.49,1,15,15,47213.5,468.0,357.18,0.05,NO_MOVE_EXTENDED
2024-03-14,BANKNIFTY,ORB,CALL,NEUTRAL,-0.148,10:40:00,10:45:00,46987.4,46846.83,47293.8,140.57,1,15,15,46814.85,-2603.25,-2713.47,-0.38,SL hit
2024-03-18,BANKNIFTY,ORB,PUT,NEUTRAL,-0.179,11:10:00,11:15:00,46200.7,46339.92,45996.73,139.22,1,15,15,46501.6,-4498.5,-4608.25,-0.66,SL hit
2024-03-19,BANKNIFTY,VWAP,CALL,BEARISH,-0.42,11:15:00,11:20:00,46514.15,46421.12,0.0,93.03,1,15,15,46407.8,-1610.25,-1719.86,-0.25,SL hit
